Plant_Name,Scientific_Name,Description,Parts_Used,Weather_Conditions_Required_to_Grow,Chemical_Properties,Morphological_Features,Medicinal_Value,Worldwide_regions_Support_their_Growth,References
Myrobalan / Black myrobalan / harra / Haritaki,Terminalia chebula,"Terminalia chebula, commonly known as Haritaki or Chebulic Myrobalan, is a deciduous tree belonging to the Combretaceae family. It is native to South Asia and is widely recognized for its medicinal properties and use in traditional Ayurvedic medicine. The tree can grow up to 30 meters tall, characterized by its smooth bark and oval leaves that are arranged alternately. The fruit of Terminalia chebula is a drupe, typically yellow to brown when ripe, and is known for its astringent taste.","The fruit of haritaki contains several bioactive compounds, including tannins, flavonoids, and phenolic acids. The primary active constituents are chebulagic acid, known for its antioxidant properties; gallic acid, which exhibits anti-inflammatory and antimicrobial effects; and tannins, which contribute to its astringent taste and offer various health benefits. These compounds are responsible for the medicinal value of the plant, particularly in promoting digestive health and detoxification.","Terminalia chebula thrives in warm tropical and subtropical climates. It prefers well-drained sandy or loamy soils and can tolerate drought conditions. Ideal temperature ranges for its growth are between 25°C to 35°C. The tree requires moderate rainfall, ideally between 750 mm to 1500 mm annually, and does best in areas with a distinct dry season to promote fruit ripening.","The fruit of haritaki contains several bioactive compounds, including tannins, flavonoids, and phenolic acids. The primary active constituents are chebulagic acid, known for its antioxidant properties; gallic acid, which exhibits anti-inflammatory and antimicrobial effects; and tannins, which contribute to its astringent taste and offer various health benefits. These compounds are responsible for the medicinal value of the plant, particularly in promoting digestive health and detoxification.","Terminalia chebula is a tree that can grow up to 30 meters in height. It has simple, elliptical leaves that are glossy green and measure between 5 to 15 cm in length. The tree produces small, yellowish-white flowers that appear in axillary spikes. The fruits are small, round drupes about 2 to 4 cm in diameter, which change color from green to yellowish-brown as they ripen.","Haritaki is highly esteemed in Ayurvedic medicine for its wide array of health benefits. It serves as a digestive aid, helping to alleviate constipation and enhance overall digestive health. The fruit is known for its potent antioxidant properties, which protect cells from oxidative stress. Additionally, Haritaki exhibits anti-inflammatory effects, making it useful in reducing inflammation and pain. Its antimicrobial activity is effective against various pathogens, making it beneficial for treating infections. Often referred to as a ""superfruit,"" Haritaki is celebrated for its extensive range of health advantages.","Terminalia chebula is predominantly found in several regions across South and Southeast Asia. In India, it is particularly prevalent in the Himalayan region and the southern states. In Nepal, it commonly grows in the Terai region, while in Bangladesh, it can be found in various forested areas. Sri Lanka provides a habitat for Terminalia chebula in both dry and moist deciduous forests. Additionally, this species is found in Southeast Asia, including countries like Thailand and Myanmar. The adaptability of Terminalia chebula to various climatic conditions allows it to thrive across these diverse regions, contributing significantly to local ecosystems and traditional medicine practices.",https://www.sciencedirect.com/topics/agricultural-and-biological-sciences/terminalia-chebula 
Mysore thorn / Chinese Yellow Flame,Caesalpinia decapetala,Caesalpinia decapetala is a climbing shrub or small tree characterized by bright yellow flowers that bloom in clusters.,The bark and seeds are commonly utilized for medicinal purposes.,This plant prefers warm climates with adequate rainfall but can tolerate drought conditions once established ,Contains various phytochemicals including flavonoids that may have antioxidant effects,It features compound leaves with leaflets arranged oppositely along the stem. The flowers have five petals with a distinct yellow color,Traditionally used for its anti-inflammatory properties and potential use in treating skin ailments,Native to tropical Asia but found in various regions including Africa and South America due to its ornamental value,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4005283/
Nagarmotha / Nut Grass / Nutsedge ,Cyperus rotundus Linn,"Cyperus rotundus, commonly known as purple nutsedge or nut grass, is a perennial sedge native to Africa, southern and central Europe, and southern Asia. It can grow up to 140 cm (55 in) tall and has a triangular stem that branches into three antenna-like stems with purple seedpods. The plant dies back to the ground in fall and new shoots emerge in spring from underground tubers.","The tubers, rhizomes, and leaves of C. rotundus are used. The tubers are nut-like in appearance and are a staple carbohydrate in tropical regions. They are also used homeopathically.","Nutgrass grows best in wet sites, prefers warm weather and full sun conditions, but will grow in a diversity of sites and environments. It is particularly resistant to drought. The plant grows all year if the soil is moist, and emergence of young plants starts at the beginning of the rainy season. It prefers sunny and humid areas and cannot tolerate shading or competition from other species.","Several chemical substances have been identified in nut grass, including cadalene, cyprotene, flavonoids, sesquiterpenes, terpenoids, mustakone, isocyperol, α-cyperone, rotundene, valencene, kaempferol, luteolin, quercetin, patchoulenone, isopatchoulenone, sugeonyl acetate, cellulose triacetate and sugebiol. A sesquiterpene called rotundone, originally extracted from the tuber, is responsible for the spicy aroma of black pepper and the peppery taste of certain Australian Shiraz wines.","Purple nutsedge  has leaves that sprout in ranks of three from the base of the plant, around 5–20 cm (2–8 in) long. The flower stems have a triangular cross-section, and the flower is bisexual with three stamina and a three-stigma pistil. The inflorescence has three to eight unequal spikes, and the fruit is a three-angled achene. The plant has fibrous roots that branch prolifically, rhizomes, tubers, bulbs, and irregular compound umbel inflorescences.",Extracts from the leaves and tubers of nutgrass have been shown to increase adventitious rooting in different plant species. These extracts contain a large amount of auxins and phenolic compounds that promote the rooting of cuttings and seedlings. The tubers have nutritional value and were eaten by humans between Mesolithic and Neolithic periods.,"C. rotundus is found in more than 90 countries, infesting at least 52 different crops. It is prevalent in damp areas but well-drained. The species is extremely common in the Comoros Islands, French Guiana, Mauritius, Mayotte, New Caledonia, Reunion, and the Seychelles. It is also widespread in the West Indies.",https://www.sciencedirect.com/science/article/abs/pii/S0378874115300799
Narcissus-flowered Anemone,Anemone narcissiflora,"Anemone narcissiflora, commonly known as the Narcissus Anemone, is a perennial herbaceous plant belonging to the Ranunculaceae family. It features lobed leaves and produces white or pale yellow flowers that resemble those of daffodils.","The whole plant is utilized for medicinal purposes; however, caution is advised due to its toxic properties.",This species prefers cool climates and well-drained soils. It thrives in partial shade and can tolerate a range of soil types.,The plant contains toxic alkaloids that can be harmful if ingested.,"This plant typically reaches a height of 15–30 cm and is recognized for its basal, lobed leaves. The flowers, usually white or pale yellow, have a distinct cup shape, adding to the plant's unique aesthetic.","While some cultures use this plant for its supposed medicinal properties, it is primarily recognized for its toxicity.","Anemone narcissiflora is found primarily in temperate regions of Europe and Asia, particularly in alpine areas.",https://www.sciencedirect.com/science/article/abs/pii/S0031942200985534
Neem ,Azadirachta indica,"Azadirachta indica, commonly known as neem, is a fast-growing evergreen tree that can reach a height of 15-20 m, occasionally up to 35-40 m. It has a fairly dense, roundish or oval crown that may reach a diameter of 15-20 m in old, free-standing specimens. The tree has a woody, thick, furrowed bark, attractive rounded crowns, evergreen and broad compound leaves, small fragrant white and bisexual flowers, and small, smooth, yellow-green fruits with a sweet-flavoured pulp.","Nearly all parts of the neem tree are useful, including the leaves, bark, fruits, seeds, oil, and twigs. The seeds are the source of neem oil, while the leaves, bark, and twigs have various medicinal properties.","Neem is a hardy tree that can tolerate a wide range of environmental conditions, except for freezing temperatures. It grows well in poor and rocky soils and is resilient to drought. Neem can be produced from seed and can also be propagated from cuttings or root suckers.","Neem contains a complex of various constituents, including nimbin, nimbidin, nimbolide, and limonoids. These ingredients play a role in disease management through the modulation of various genetic pathways and other activities. Quercetin and ß-sitosterol, two polyphenolic flavonoids, were first purified from fresh neem leaves and are known to have antifungal and antibacterial activities.","The opposite, simple pinnate leaves are 20-40 cm long, with 20-31 medium to dark green leaflets about 3-8 cm long. The leaf stalks (petioles) are short. Very young leaves are reddish to purplish in color. Azadirachta indica is sometimes confused with closely related species of Melia, but the two genera can be distinguished by leaf and ovary morphology.","Neem has numerous therapeutic implications and is used to treat various diseases. It has antibacterial, antifungal, anti-inflammatory, antiarthritic, antipyretic, hypoglycemic, antigastric ulcer, and antitumor activities. Neem leaves have been used as a traditional treatment for diabetes, and there is some clinical evidence suggesting that it may help control blood sugar levels.","Azadirachta indica is native to the Indian subcontinent and parts of Southeast Asia but has been widely introduced elsewhere in tropical and subtropical regions, from South America to Indonesia. It is considered invasive in parts of Kenya, Tanzania, and Uganda, where it is a serious problem along parts of the Kenyan and Tanzanian coasts and is spreading rapidly.
",https://www.sciencedirect.com/topics/pharmacology-toxicology-and-pharmaceutical-science/azadirachta-indica
Oats,Avena sativa,"Avena sativa, commonly known as oat, is a species of cereal grain that belongs to the Poaceae family. It is an annual grass that can grow up to 1.2 meters tall. Oat plants begin forming their generative parts, blossoming and bearing fruit at temperatures between 10 to 12°C, with the most active processes occurring at 16 to 22°C.","The seeds of the oat plant are commonly harvested when a milky liquid can be squeezed from the seed pods. The green herb oats have been cultivated for over 4,000 years.","Oats are most demanding cultivated variety of this crop as regards daylight duration. Northern cultivars need longer daylight for their development than southern ones. With 14 hours of daylight, they do not head. The vegetation period of Russian cultivars lasts for 75 to 120 days. Optimal conditions for growing oat are in soils ranging from loam to clay loam with adequate drainage. Light or heavy soils that are properly moist are also suitable. Oats can tolerate low-nutrient and acid soils.","Oat grain, oat bran, and oatmeal contain soluble dietary fiber known as β-glucan, which can lower total cholesterol and low-density lipoprotein cholesterol levels in the blood. It is also useful for controlling blood sugar levels. Oats contain nutrients like fiber, vitamins, and minerals. Steroidal glycosides from the aerial parts of Avena sativa L. have been found to have cytotoxic activity.","Oat plants grow thickly and vigorously, allowing them to outcompete many weeds. Compared to other cereals, they are relatively free from diseases.","Oats have been proven in tests to be a possible agent for preventing the onset and progression of cancer, intestinal malfunction, obesity, celiac disease, and other disorders. They can help treat nervous disorders, insomnia, reproductive issues, depression, obesity, and more.","Oat has the largest natural habitat of all the known species, encompassing Europe (except the Mediterranean coasts), North and Southeast Asia. It is cultivated in North and South America, Africa, Australia, Tasmania, and New Zealand. Oat occupies a prominent position among grain and forage crops in Australia. Large areas are sown with oat plants in North America (the USA and Canada) and in some European countries (Poland, Germany, Sweden, Spain, France, Finland). In Russia, oat plants are cultivated from the northern limits of feasible agriculture to the subtropics in the South, with the bulk of the lands sown located in Non-chernozem areas, in the Urals, in Siberia, and in the Far East.",https://www.sciencedirect.com/topics/agricultural-and-biological-sciences/avena-sativa
Olive,Olea europaea,"Olea europaea, commonly known as the olive tree, is a small evergreen tree belonging to the Oleaceae family. It is renowned for its edible fruit, the olive, which has been cultivated for thousands of years, particularly in the Mediterranean region. The tree typically grows to a height of 8 to 15 meters and features a thick trunk with multiple branches. Its leaves are leathery, oppositely arranged, and have a distinctive silvery-green color. The olive tree is notable for its longevity, often living for over a thousand years, and is adapted to thrive in arid conditions.","The olive tree is highly valued for its various parts, each serving a unique purpose. The fruit, known as olives, is essential for oil production and is also consumed as table olives. Olive leaves possess medicinal properties and are often used in traditional remedies. Additionally, the wood from the olive tree is dense and durable, making it an excellent material for furniture and crafts.","Olea europaea thrives in a Mediterranean climate characterized by warm, dry summers and cool, wet winters. It is well-suited to regions with average annual temperatures between 10°C and 30°C. The tree requires well-distributed rainfall, ideally between 400 to 800 mm annually, with a dry period during the summer. Olive trees prefer well-drained, sandy loam soils, although they can tolerate poor and rocky soils.","Olives and olive oil are notable for their rich chemical composition. They are particularly abundant in monounsaturated fatty acids, with oleic acid comprising 55-83% of the fatty acid content. In addition to their healthy fats, olives contain phenolic compounds, which act as antioxidants and contribute to their health benefits. Furthermore, olives are a valuable source of vitamins E and K, essential for various bodily functions.","The olive tree exhibits several distinct morphological characteristics. It typically reaches a height ranging from 3 to 12 meters. The leaves are dark green on the upper side and silvery beneath, measuring between 4 to 10 cm in length. The tree produces small, whitish flowers that bloom in late spring, arranged in clusters. The fruit, known as an olive, is a drupe usually 1 to 2.5 cm long, changing color from green to black as it ripens.","Olea europaea, commonly known as the olive tree, possesses significant medicinal properties. Olive oil, derived from the fruit, is renowned for its benefits to heart health, particularly its ability to improve cardiovascular function and lower cholesterol levels. Additionally, the phenolic compounds found in olives exhibit anti-inflammatory effects, which can help reduce inflammation in the body. Olives are also rich in antioxidants, which are crucial for combating oxidative stress. Beyond these benefits, olive leaves have been traditionally used in herbal medicine for their potential to enhance immune function and promote relaxation.","Olea europaea, commonly known as the olive tree, is predominantly found in the Mediterranean region. However, its cultivation has expanded globally, making it an important agricultural product in various parts of the world. The Mediterranean Basin remains the primary region for olive production, with countries like Spain, Italy, Greece, and Turkey being major producers. In North America, California is notable for its significant olive oil industry. South America also has a presence in olive cultivation, particularly in Argentina and Chile. Additionally, Australia and South Africa have developed olive farming industries, benefiting from suitable climatic conditions.",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4352757/ 
Orange,Citrus sinensis,"Citrus sinensis, commonly known as sweet orange, is an evergreen flowering tree native to Asia. It typically grows 9-10 m tall with large spines on its branches. The leaves are alternate, with narrowly winged petioles (3-5 mm wide, 6.5-15 cm long) and elliptical to oval blades that emit a strong citrus odor due to the presence of oil glands. The flowers are axillary, borne singly or in whorls of 6, with five white petals and 20-25 yellow stamens. The fruit is globose to oval (6.5 to 9.5 cm wide) and ripens to orange or yellow. Anatomically, the fruit consists of the pericarp (peel, skin or rind) and the endocarp or pulp with juice sac glands.","The sweet orange fruit is commonly used for its juicy pulp and aromatic peel (rind). The flowers, leaves, and wood of the tree also have various uses.","Sweet orange trees are sensitive to frost and have adapted to a variety of climates. They thrive in warm, subtropical regions with well-distributed rainfall throughout the year.","Sweet orange fruit and leaves contain indole alkaloids, including N,N-DMT. The peel is rich in essential oils, flavonoids, carotenoids, steroids, terpenoids, alkane groups, and ethyl esters. The fruit is also a good source of vitamins, minerals, and antioxidants such as ascorbic acid, flavonoids, and phenolic compounds.","The sweet orange tree is an evergreen with large spines on its branches. The leaves are alternate, with narrowly winged petioles and elliptical to oval blades that emit a strong citrus odor. The flowers are axillary, with five white petals and 20-25 yellow stamens. The fruit is globose to oval and ripens to orange or yellow.","Sweet orange has numerous medicinal properties, including antioxidant, antibacterial, antidiabetic, antifungal, antiosteoporosis, hypocholesterolemic, and antiobesity effects, due to its phytochemical composition. The peel is rich in protein (7.15%) and crude fiber (12.79%), which can be used as ingredients in processed food.","Sweet orange trees are widely cultivated in warm, subtropical regions around the world, including Asia, the Pacific, and warm areas of the Americas. They are the largest citrus cultivar group, accounting for about 70% of the total annual production of Citrus species.",https://www.sciencedirect.com/science/article/pii/S2667142523000581
Oregano,Origanum vulgare,"Origanum vulgare, commonly known as oregano, is a perennial herb belonging to the mint family, Lamiaceae. It is renowned for its aromatic leaves and is a staple in Mediterranean cuisine. The plant typically grows to a height of 20 to 80 cm (8 to 31 inches) and features opposite, oval leaves that are covered with glandular trichomes, giving them a distinctive texture. The flowers, which bloom in summer, can be white, pink, or light purple and are borne in clusters.","The primary parts of Origanum vulgare that are utilized include the leaves and flowering tops. These parts are harvested for culinary use, often dried for preservation. The flavor profile of oregano can vary significantly based on its growing conditions and the specific cultivar, with some types, like Greek oregano, being particularly prized for their strong aroma and taste.","Oregano thrives in full sun and prefers well-drained soils with moderate moisture. It is tolerant of heat and drought, making it suitable for a variety of climates, particularly in temperate regions. The optimal soil pH for oregano cultivation ranges from 6 to 7, and it benefits from some shade during the hottest parts of the day, especially for certain cultivars with variegated leaves.","The essential oil of oregano contains significant compounds such as thymol and carvacrol, which contribute to its flavor and medicinal properties. These compounds are known for their antimicrobial and antioxidant effects. Oregano also contains phytonutrients like quercetin, beta-carotene, and ascorbic acid, which may vary in concentration depending on environmental factors.","Oregano is characterized by its bushy, rhizomatous structure with square stems. The leaves are typically rounded to ovate, measuring about 1 to 4 cm (1/2 to 1 1/2 inches) long. The plant produces tiny, two-lipped flowers that are usually pinkish-purple or white, which attract various pollinators. The foliage is aromatic and can revert to a green color if not properly maintained.","Oregano has been used in traditional medicine for its potential health benefits, including anti-inflammatory, antimicrobial, and antioxidant properties. Its essential oils are often utilized in herbal remedies and aromatherapy. The plant is also recognized for its ability to support digestive health and may aid in respiratory conditions due to its anti-inflammatory effects.","Originally native to the Mediterranean region, oregano has been widely naturalized in various parts of the world, including North America, Mexico, and parts of Asia. It is commonly cultivated in temperate climates and is a popular herb in many cuisines, particularly Italian, Greek, and Spanish. Regions with suitable growing conditions include southern Europe, the Middle East, and northern Africa, as well as areas in the United States where the climate is conducive to its growth.",https://www.sciencedirect.com/topics/agricultural-and-biological-sciences/origanum-vulgare
Papaya / Mamon,Carica papaya,"The papaya is a small, sparsely branched tree, usually with a single stem growing from 5 to 10 m (16 to 33 ft) tall, with spirally arranged leaves confined to the top of the trunk. The lower trunk is conspicuously scarred where leaves and fruit were borne. The leaves are large, 50–70 cm (20–28 in) in diameter, deeply palmately lobed, with seven lobes. All plant parts contain latex in articulated laticifers.","The leaves, fruit, seeds, and latex of the papaya plant are used for various medicinal purposes. The leaves are used for the treatment of fever, pyrexia, diabetes, gonorrhea, syphilis, inflammation, and as dressing for foul wounds. The fruit and seeds also possess medicinal properties.","Papaya is a tropical plant that grows best in temperatures ranging from 21 - 33°C in frost-free areas. It requires a monthly rainfall of about 4 inches and well-draining soils with a pH between 5.5 and 6.5. Water-logged soils should be avoided as papaya trees are extremely sensitive to flooding. Tall trees can easily topple in high winds, so planting should be avoided in windy areas.","Papaya skin, pulp, and seeds contain a variety of phytochemicals, including carotenoids and polyphenols, as well as benzyl isothiocyanates and benzyl glucosinates. The carotenoids, lutein and beta-carotene, are prominent in the yellow skin, while lycopene is dominant in the red flesh. Papaya seeds also contain the cyanogenic substance prunasin. The green fruit contains papain, a cysteine protease enzyme used to tenderize meat.","Papayas are dioecious, with male and female flowers borne in the leaf axils. The male flowers are in multiflowered dichasia, and the female ones are in few-flowered dichasia. The fruit is a large berry about 15–45 cm (6–17+3⁄4 in) long and 10–30 cm (4–11+3⁄4 in) in diameter, ripe when it feels soft, with an amber to orange hue and numerous black seeds attached to the walls of the large central cavity.","Papaya possesses anticancer, anti-inflammatory, antimicrobial, and hypoglycaemic properties. It also contains the enzyme papain, which helps in the treatment of traumas, allergies, and sports injuries by boosting digestive motility and transit time. The leaves, among other plant components, have been utilized as therapeutic cures for several ailments.","Native to tropical America, papaya originates from southern Mexico and Central America. Papaya cultivation is now nearly pantropical, spanning Hawaii, Central Africa, India, and Australia. Wild populations of papaya are generally confined to naturally disturbed tropical forests.",https://www.sciencedirect.com/topics/agricultural-and-biological-sciences/carica-papaya
Parsley,Petroselinum crispum,"Petroselinum crispum, commonly known as parsley, is a biennial herb belonging to the Apiaceae family. It is widely recognized for its culinary uses and nutritional benefits, particularly its high vitamin C, vitamin A, and iron content. This herb typically grows to about 0.6 meters in height and features a rosette of dark green leaves that can be either flat or curly, depending on the variety. The plant produces greenish-yellow flowers in compound umbels during its second year, followed by small, ridged seeds.","All parts of Petroselinum crispum are utilized, including the leaves, stems, and seeds. The leaves are the most commonly used part, while the seeds can be distilled to extract essential oils. The two primary varieties cultivated are neapolitanum (Italian parsley) and crispum (curly-leaved parsley), each offering distinct flavors and culinary applications.","Parsley thrives in temperate climates and can tolerate a range of weather conditions. It prefers well-drained, rich soil and requires consistent moisture for optimal growth. The seeds may take several weeks to germinate, particularly in cooler, wetter soils, and should be kept evenly moist. Parsley can be planted in spring after the last frost, with the option for fall sowing in milder regions. It can also be grown indoors in pots, provided it receives adequate light and water.","Petroselinum crispum is rich in essential oils, particularly in the flat-leaf varieties, which contribute to its characteristic aroma and flavor. The leaves contain various vitamins and minerals, making them a nutritious addition to diets. The plant's chemical composition includes flavonoids and other antioxidants, which may offer health benefits, including anti-inflammatory and antimicrobial properties.","Morphologically, parsley exhibits a taproot system, with spiral, exstipulate leaves that vary in shape depending on the variety. The plant's petioles can reach lengths of up to 10 cm, and the flowers are arranged in compound umbels, typical of the Apiaceae family. The aromatic quality of the plant is strongest in the roots, while the leaves and stems also possess a distinct fragrance.","Traditionally, parsley has been used for its medicinal properties, including its role as a diuretic and digestive aid. It is believed to support kidney function and may have anti-inflammatory effects. The high vitamin content, particularly vitamin C, also contributes to its reputation as a health-promoting herb. Additionally, parsley has been used in folk medicine for various ailments, although scientific validation of these uses is still ongoing.","Petroselinum crispum is believed to have originated in the eastern Mediterranean but has since been cultivated worldwide. It is particularly popular in Europe, where it has been grown since the Middle Ages, and is commonly found in gardens across North America and Asia. The plant adapts well to various climates, provided the growing conditions are favorable.",https://www.sciencedirect.com/topics/agricultural-and-biological-sciences/petroselinum-crispum
Partridgeberry / Squawvine,Mitchella repens,"Mitchella repens, commonly known as Partridge Berry, is a low-growing, evergreen ground cover native to Eastern North America. It is characterized by its creeping habit and is often found in shady, moist environments. The plant produces distinctive white flowers in pairs, which are crucial for its reproductive process, as they require cross-pollination to produce berries. The berries are edible, though they are noted for having a mild flavor reminiscent of wintergreen.","The primary parts of Mitchella repens that are utilized include its leaves and berries. The leaves are often brewed into a tea, traditionally used for medicinal purposes, while the berries can be consumed directly, although they are not particularly flavorful.","Mitchella repens thrives in acidic, moist, well-drained soils and is best suited for shaded to partially shaded areas. It can tolerate some drought but performs optimally in environments that retain moisture without becoming waterlogged. The plant is hardy in USDA zones 3 to 9, indicating its adaptability to various climates within this range.","While specific chemical properties of Mitchella repens are not extensively documented, it is known to contain compounds that have been traditionally used for medicinal purposes. The leaves and berries have been utilized by various Indigenous peoples for their diuretic and analgesic properties, among others. The exact phytochemical constituents remain less explored in scientific literature.","Partridge Berry typically grows to a height of 1 to 2 inches (3-5 cm) and spreads 6 to 12 inches (15-30 cm). The leaves are glossy and dark green, providing an attractive ground cover. The plant produces small, tubular white flowers that bloom in pairs, featuring a unique dimorphic structure that promotes cross-pollination. The scarlet berries are produced in clusters and persist into winter, providing visual interest and food for wildlife.","Mitchella repens has a rich history of medicinal use among Native American tribes. The leaves were brewed into a tea to assist in childbirth and to treat various ailments, including insomnia and reproductive issues. Its use as a diuretic and for reducing fever or swelling has also been documented, highlighting its significance in traditional medicine.","Mitchella repens is primarily found in Eastern North America, ranging from Nova Scotia to Florida and westward to parts of the Midwest. It thrives in natural habitats such as woodlands, shaded areas, and along forest edges. The plant is well-suited for cultivation in gardens designed for shade and is often used as a ground cover in landscapes that mimic its natural environment.",https://www.sciencedirect.com/science/article/pii/S0898140X15376606/pdf?md5=fe2477591418191413038d9cdab51519&pid=1-s2.0-S0898140X15376606-main.pdf
Pennyroyal,Mentha pulegium,"Mentha pulegium, commonly known as pennyroyal, is a perennial herbaceous plant belonging to the Lamiaceae family. It is native to Europe, North Africa, and the Middle East, and is recognized for its strong minty aroma and traditional medicinal uses. Mentha pulegium typically grows to a height of 30–80 cm and features erect, branched stems that can be either hairless or densely hairy. The leaves are narrowly oval, measuring about 2–3 cm long and 1 cm wide, and are arranged in opposite pairs. The plant produces small lilac flowers, approximately 6 mm in size, which are grouped in whorls along the stem. The flowering period occurs from June to mid-summer, although it may extend into September in cooler climates. The fruits consist of a cluster of four brown, one-seeded nutlets.","The aerial parts of Mentha pulegium, including leaves and flowers, are primarily used for their aromatic and medicinal properties. The leaves are often crushed to release their strong fragrance, which is similar to spearmint. The essential oil extracted from the plant is also utilized in various applications, including culinary and medicinal uses.","Pennyroyal thrives in full sun to partial shade and prefers moist, well-drained soils. It is adaptable to various soil types, including chalk, clay, loam, and sand, and can tolerate a range of soil pH levels from acidic to alkaline. The plant is hardy in USDA zones 6 to 9 and can grow in diverse climates, making it suitable for cultivation in many regions worldwide.","The primary active compound in Mentha pulegium is pulegone, a ketone known for its potential medicinal properties. Pulegone acts as an enzyme inhibitor at the cellular level, influencing various biological processes. Other constituents of the essential oil include menthone, piperitenone, and isomenthone. However, it is crucial to note that high concentrations of pulegone can be toxic to the liver, necessitating caution in its use.","Mentha pulegium exhibits distinctive morphological traits, including square stems and downy leaves with sparse teeth towards the tip. The flowers have a ribbed calyx and a corolla with mauve lobes. The plant's strong fragrance is a notable feature, and it is often used in gardens for its aromatic qualities and as a companion plant.","Historically, pennyroyal has been used as a folk remedy for various ailments, including digestive issues, pain relief, and as an insect repellent. It is considered an emmenagogue and has been used in traditional practices to stimulate menstruation. However, due to its potential toxicity, particularly in large doses, it should be used with caution and under professional guidance.","Mentha pulegium is widely distributed across Europe, North Africa, and the Middle East. It has also been introduced to North and South America, Asia, Australia, and New Zealand. In many regions, it is regarded as a weed, particularly in agricultural settings, but it is also cultivated for its aromatic and medicinal properties.",https://pubmed.ncbi.nlm.nih.gov/37711001/
Peppermint,Mentha piperita,"Mentha piperita, commonly known as peppermint, is a hybrid plant belonging to the Lamiaceae family. It is a sterile hybrid of spearmint (Mentha spicata) and water mint (Mentha aquatica). Peppermint is widely recognized for its aromatic properties and is cultivated primarily for its essential oil, which contains menthol, a compound responsible for its characteristic flavor and cooling sensation.","The primary parts of Mentha piperita used in various applications are the leaves and stems. The leaves are harvested for their essential oil, which is extracted for culinary, medicinal, and cosmetic uses. The essential oil is rich in menthol and menthone, making it valuable in flavoring, fragrance, and therapeutic products.","Mentha piperita thrives in moist, temperate climates. It prefers well-drained, fertile soils and can tolerate a range of pH levels, although slightly acidic to neutral soils are ideal. The plant requires consistent moisture and benefits from partial shade, especially in hotter climates. It is typically grown in areas with moderate rainfall, as excessive waterlogging can adversely affect its growth.","The essential oil of Mentha piperita is characterized by its high menthol content, which can range from 30% to 55%. Other significant components include menthone, pulegone, and menthofuran. The oil has a specific gravity of 0.900 to 0.916 g/cm³, a refractive index of 1.457–1.467, and an acidity number of less than 1.4 mg KOH/g. These chemical properties contribute to its aromatic and therapeutic qualities, making it suitable for various applications in food, cosmetics, and medicine.","Mentha piperita is an erect herb that can grow 2 to 3 feet tall. It features a square, reddish stem that is smooth or slightly hairy. The leaves are dark green, opposite, and can be oblong to lanceolate in shape, with serrated edges. The plant produces purple flowers arranged in whorls, with each flower having a two-lipped corolla. The fruits contain 1 to 4 seeds and are covered with a stony layer. The overall morphology of the plant allows it to spread through underground stolons, contributing to its invasiveness in suitable environments.","Mentha piperita has been utilized in traditional medicine for its various health benefits. Its essential oil is known for its analgesic, anti-inflammatory, and antispasmodic properties. It is commonly used to relieve digestive issues, headaches, and respiratory problems. Additionally, peppermint oil is often employed in aromatherapy for its calming effects and ability to enhance mental clarity. Research indicates that the plant's bioactive compounds may also possess antimicrobial and antioxidant properties.","Mentha piperita is cultivated in many regions worldwide, particularly in temperate climates. Major producers include the United States, India, China, and several European countries. In the U.S., significant cultivation occurs in states such as Oregon and Washington. The plant's adaptability allows it to thrive in various environments, making it a popular choice for both commercial and home gardening.",https://www.sciencedirect.com/topics/agricultural-and-biological-sciences/mentha-piperita
